species_code,main_bird_id,sub_bird_id,order,family,genus,species_name,scientific_name,note
453,547,1,スズメ目,モリツバメ科,モリツバメ属,(亜種)モリツバメ,,
472,548,,スズメ目,カラス科,カケス属,カケス,Garrulus glandarius,
472,548,1,スズメ目,カラス科,カケス属,(亜種)ミヤマカケス,,
472,548,2,スズメ目,カラス科,カケス属,(亜種)カケス,,ヒナコウモリ科
472,548,3,スズメ目,カラス科,カケス属,(亜種)サドカケス,,
472,548,4,スズメ目,カラス科,カケス属,(亜種)ヤクシマカケス,,
473,549,,スズメ目,カラス科,カケス属,ルリカケス,Garrulus lidthi,
474,550,,スズメ目,カラス科,オナガ属,オナガ,Cyanopica cyanus,
474,550,1,スズメ目,カラス科,オナガ属,(亜種)オナガ,,
475,551,,スズメ目,カラス科,カササギ属,カササギ,Pica serica,
475,551,1,スズメ目,カラス科,カササギ属,(亜種)カササギ,,
476,552,,スズメ目,カラス科,ホシガラス属,ホシガラス,Nucifraga caryocatactes,
476,552,1,スズメ目,カラス科,ホシガラス属,(亜種)ハシナガホシガラス,,
476,552,2,スズメ目,カラス科,ホシガラス属,(亜種)ホシガラス,,
478,553,,スズメ目,カラス科,カラス属,コクマルガラス,Corvus dauuricus,
478,553,5,スズメ目,カラス科,カラス属,(亜種)コクマルガラス淡色型,,
478,553,6,スズメ目,カラス科,カラス属,(亜種)コクマルガラス暗色型,,
478,553,7,スズメ目,カラス科,カラス属,(亜種)コクマルガラス中間型,,
479,554,,スズメ目,カラス科,カラス属,ミヤマガラス,Corvus frugilegus,
479,554,1,スズメ目,カラス科,カラス属,(亜種)ミヤマガラス,,
480,555,,スズメ目,カラス科,カラス属,ハシボソガラス,Corvus corone,
480,555,1,スズメ目,カラス科,カラス属,(亜種)ハシボソガラス,,
481,556,,スズメ目,カラス科,カラス属,ハシブトガラス,Corvus macrorhynchos,
481,556,1,スズメ目,カラス科,カラス属,(亜種)チョウセンハシブトガラス,,
481,556,2,スズメ目,カラス科,カラス属,(亜種)ハシブトガラス,,
481,556,3,スズメ目,カラス科,カラス属,(亜種)リュウキュウハシブトガラス,,
481,556,4,スズメ目,カラス科,カラス属,(亜種)オサハシブトガラス,,
482,557,,スズメ目,カラス科,カラス属,ワタリガラス,Corvus corax,
482,557,1,スズメ目,カラス科,カラス属,(亜種)ワタリガラス,,
